"nr";"name";"telephone";"emailAddress";"age";"undergraduateDegreeFrom";"advisor";"memberOf"
1090362;"graduateStudent36";"xxx-xxx-xxxx";"graduateStudent36@department9.university1.edu";26;380;109081;109
1090372;"graduateStudent37";"xxx-xxx-xxxx";"graduateStudent37@department9.university1.edu";27;472;109003;109
1090382;"graduateStudent38";"xxx-xxx-xxxx";"graduateStudent38@department9.university1.edu";24;123;109022;109
1090392;"graduateStudent39";"xxx-xxx-xxxx";"graduateStudent39@department9.university1.edu";21;198;109063;109
1090402;"graduateStudent40";"xxx-xxx-xxxx";"graduateStudent40@department9.university1.edu";22;937;109031;109
1090412;"graduateStudent41";"xxx-xxx-xxxx";"graduateStudent41@department9.university1.edu";25;60;109061;109
1090422;"graduateStudent42";"xxx-xxx-xxxx";"graduateStudent42@department9.university1.edu";22;905;109081;109
1090432;"graduateStudent43";"xxx-xxx-xxxx";"graduateStudent43@department9.university1.edu";24;135;109092;109
1090442;"graduateStudent44";"xxx-xxx-xxxx";"graduateStudent44@department9.university1.edu";23;616;109023;109
1090452;"graduateStudent45";"xxx-xxx-xxxx";"graduateStudent45@department9.university1.edu";26;130;109023;109
1090462;"graduateStudent46";"xxx-xxx-xxxx";"graduateStudent46@department9.university1.edu";21;103;109032;109
1090472;"graduateStudent47";"xxx-xxx-xxxx";"graduateStudent47@department9.university1.edu";23;834;109082;109
1090482;"graduateStudent48";"xxx-xxx-xxxx";"graduateStudent48@department9.university1.edu";22;891;109092;109
1090492;"graduateStudent49";"xxx-xxx-xxxx";"graduateStudent49@department9.university1.edu";25;957;109041;109
1090502;"graduateStudent50";"xxx-xxx-xxxx";"graduateStudent50@department9.university1.edu";20;86;109061;109
1090512;"graduateStudent51";"xxx-xxx-xxxx";"graduateStudent51@department9.university1.edu";23;864;109031;109
1090522;"graduateStudent52";"xxx-xxx-xxxx";"graduateStudent52@department9.university1.edu";24;586;109053;109
1090532;"graduateStudent53";"xxx-xxx-xxxx";"graduateStudent53@department9.university1.edu";25;246;109021;109
1090542;"graduateStudent54";"xxx-xxx-xxxx";"graduateStudent54@department9.university1.edu";22;988;109031;109
1090552;"graduateStudent55";"xxx-xxx-xxxx";"graduateStudent55@department9.university1.edu";24;732;109071;109
1090562;"graduateStudent56";"xxx-xxx-xxxx";"graduateStudent56@department9.university1.edu";27;613;109073;109
1090572;"graduateStudent57";"xxx-xxx-xxxx";"graduateStudent57@department9.university1.edu";26;236;109071;109
1090582;"graduateStudent58";"xxx-xxx-xxxx";"graduateStudent58@department9.university1.edu";21;461;109071;109
1090592;"graduateStudent59";"xxx-xxx-xxxx";"graduateStudent59@department9.university1.edu";26;948;109001;109
1090602;"graduateStudent60";"xxx-xxx-xxxx";"graduateStudent60@department9.university1.edu";23;322;109032;109
1090612;"graduateStudent61";"xxx-xxx-xxxx";"graduateStudent61@department9.university1.edu";27;964;109063;109
1090622;"graduateStudent62";"xxx-xxx-xxxx";"graduateStudent62@department9.university1.edu";25;602;109081;109
1090632;"graduateStudent63";"xxx-xxx-xxxx";"graduateStudent63@department9.university1.edu";22;977;109003;109
1090642;"graduateStudent64";"xxx-xxx-xxxx";"graduateStudent64@department9.university1.edu";27;41;109092;109
1090652;"graduateStudent65";"xxx-xxx-xxxx";"graduateStudent65@department9.university1.edu";26;379;109052;109
1090662;"graduateStudent66";"xxx-xxx-xxxx";"graduateStudent66@department9.university1.edu";25;161;109042;109
1090672;"graduateStudent67";"xxx-xxx-xxxx";"graduateStudent67@department9.university1.edu";27;556;109043;109
1090682;"graduateStudent68";"xxx-xxx-xxxx";"graduateStudent68@department9.university1.edu";21;602;109051;109
1090692;"graduateStudent69";"xxx-xxx-xxxx";"graduateStudent69@department9.university1.edu";23;43;109082;109
1090702;"graduateStudent70";"xxx-xxx-xxxx";"graduateStudent70@department9.university1.edu";21;827;109023;109
1090712;"graduateStudent71";"xxx-xxx-xxxx";"graduateStudent71@department9.university1.edu";20;736;109053;109
1090722;"graduateStudent72";"xxx-xxx-xxxx";"graduateStudent72@department9.university1.edu";21;248;109042;109
1090732;"graduateStudent73";"xxx-xxx-xxxx";"graduateStudent73@department9.university1.edu";25;254;109062;109
1090742;"graduateStudent74";"xxx-xxx-xxxx";"graduateStudent74@department9.university1.edu";27;872;109041;109
1090752;"graduateStudent75";"xxx-xxx-xxxx";"graduateStudent75@department9.university1.edu";25;921;109021;109
1090762;"graduateStudent76";"xxx-xxx-xxxx";"graduateStudent76@department9.university1.edu";27;751;109051;109
1090772;"graduateStudent77";"xxx-xxx-xxxx";"graduateStudent77@department9.university1.edu";27;900;109052;109
1090782;"graduateStudent78";"xxx-xxx-xxxx";"graduateStudent78@department9.university1.edu";27;266;109003;109
1090792;"graduateStudent79";"xxx-xxx-xxxx";"graduateStudent79@department9.university1.edu";26;192;109102;109
1090802;"graduateStudent80";"xxx-xxx-xxxx";"graduateStudent80@department9.university1.edu";24;213;109052;109
1090812;"graduateStudent81";"xxx-xxx-xxxx";"graduateStudent81@department9.university1.edu";26;602;109041;109
1090822;"graduateStudent82";"xxx-xxx-xxxx";"graduateStudent82@department9.university1.edu";22;409;109051;109
1090832;"graduateStudent83";"xxx-xxx-xxxx";"graduateStudent83@department9.university1.edu";23;148;109011;109
1090842;"graduateStudent84";"xxx-xxx-xxxx";"graduateStudent84@department9.university1.edu";22;626;109051;109
1090852;"graduateStudent85";"xxx-xxx-xxxx";"graduateStudent85@department9.university1.edu";23;925;109023;109
1090862;"graduateStudent86";"xxx-xxx-xxxx";"graduateStudent86@department9.university1.edu";27;802;109023;109
1090872;"graduateStudent87";"xxx-xxx-xxxx";"graduateStudent87@department9.university1.edu";20;813;109023;109
1090882;"graduateStudent88";"xxx-xxx-xxxx";"graduateStudent88@department9.university1.edu";26;915;109072;109
1090892;"graduateStudent89";"xxx-xxx-xxxx";"graduateStudent89@department9.university1.edu";25;598;109043;109
1090902;"graduateStudent90";"xxx-xxx-xxxx";"graduateStudent90@department9.university1.edu";25;858;109031;109
1090912;"graduateStudent91";"xxx-xxx-xxxx";"graduateStudent91@department9.university1.edu";25;132;109073;109
1090922;"graduateStudent92";"xxx-xxx-xxxx";"graduateStudent92@department9.university1.edu";26;806;109013;109
1090932;"graduateStudent93";"xxx-xxx-xxxx";"graduateStudent93@department9.university1.edu";22;791;109031;109
1090942;"graduateStudent94";"xxx-xxx-xxxx";"graduateStudent94@department9.university1.edu";25;110;109062;109
1090952;"graduateStudent95";"xxx-xxx-xxxx";"graduateStudent95@department9.university1.edu";25;192;109042;109
1090962;"graduateStudent96";"xxx-xxx-xxxx";"graduateStudent96@department9.university1.edu";22;131;109023;109
1090972;"graduateStudent97";"xxx-xxx-xxxx";"graduateStudent97@department9.university1.edu";27;258;109031;109
1090982;"graduateStudent98";"xxx-xxx-xxxx";"graduateStudent98@department9.university1.edu";24;915;109021;109
1090992;"graduateStudent99";"xxx-xxx-xxxx";"graduateStudent99@department9.university1.edu";23;597;109033;109
1091002;"graduateStudent100";"xxx-xxx-xxxx";"graduateStudent100@department9.university1.edu";20;93;109071;109
1091012;"graduateStudent101";"xxx-xxx-xxxx";"graduateStudent101@department9.university1.edu";21;147;109041;109
1091022;"graduateStudent102";"xxx-xxx-xxxx";"graduateStudent102@department9.university1.edu";25;964;109071;109
1091032;"graduateStudent103";"xxx-xxx-xxxx";"graduateStudent103@department9.university1.edu";23;593;109053;109
1091042;"graduateStudent104";"xxx-xxx-xxxx";"graduateStudent104@department9.university1.edu";24;653;109082;109
1091052;"graduateStudent105";"xxx-xxx-xxxx";"graduateStudent105@department9.university1.edu";26;492;109032;109
1091062;"graduateStudent106";"xxx-xxx-xxxx";"graduateStudent106@department9.university1.edu";24;301;109042;109
1091072;"graduateStudent107";"xxx-xxx-xxxx";"graduateStudent107@department9.university1.edu";26;898;109092;109
1091082;"graduateStudent108";"xxx-xxx-xxxx";"graduateStudent108@department9.university1.edu";22;714;109061;109
1091092;"graduateStudent109";"xxx-xxx-xxxx";"graduateStudent109@department9.university1.edu";26;496;109052;109
1091102;"graduateStudent110";"xxx-xxx-xxxx";"graduateStudent110@department9.university1.edu";22;138;109023;109
1091112;"graduateStudent111";"xxx-xxx-xxxx";"graduateStudent111@department9.university1.edu";23;249;109072;109
1091122;"graduateStudent112";"xxx-xxx-xxxx";"graduateStudent112@department9.university1.edu";27;113;109032;109
1091132;"graduateStudent113";"xxx-xxx-xxxx";"graduateStudent113@department9.university1.edu";27;232;109081;109
1091142;"graduateStudent114";"xxx-xxx-xxxx";"graduateStudent114@department9.university1.edu";21;464;109002;109
1091152;"graduateStudent115";"xxx-xxx-xxxx";"graduateStudent115@department9.university1.edu";25;581;109063;109
1091162;"graduateStudent116";"xxx-xxx-xxxx";"graduateStudent116@department9.university1.edu";25;34;109073;109
1091172;"graduateStudent117";"xxx-xxx-xxxx";"graduateStudent117@department9.university1.edu";21;595;109081;109
1091182;"graduateStudent118";"xxx-xxx-xxxx";"graduateStudent118@department9.university1.edu";25;527;109033;109
1091192;"graduateStudent119";"xxx-xxx-xxxx";"graduateStudent119@department9.university1.edu";23;900;109021;109
1091202;"graduateStudent120";"xxx-xxx-xxxx";"graduateStudent120@department9.university1.edu";23;493;109032;109
1091212;"graduateStudent121";"xxx-xxx-xxxx";"graduateStudent121@department9.university1.edu";25;736;109112;109
1091222;"graduateStudent122";"xxx-xxx-xxxx";"graduateStudent122@department9.university1.edu";20;579;109053;109
1091232;"graduateStudent123";"xxx-xxx-xxxx";"graduateStudent123@department9.university1.edu";20;251;109021;109
1091242;"graduateStudent124";"xxx-xxx-xxxx";"graduateStudent124@department9.university1.edu";24;110;109012;109
1091252;"graduateStudent125";"xxx-xxx-xxxx";"graduateStudent125@department9.university1.edu";27;780;109023;109
1091262;"graduateStudent126";"xxx-xxx-xxxx";"graduateStudent126@department9.university1.edu";23;481;109061;109
1091272;"graduateStudent127";"xxx-xxx-xxxx";"graduateStudent127@department9.university1.edu";23;103;109071;109
1091282;"graduateStudent128";"xxx-xxx-xxxx";"graduateStudent128@department9.university1.edu";26;332;109031;109
1091292;"graduateStudent129";"xxx-xxx-xxxx";"graduateStudent129@department9.university1.edu";24;483;109043;109
1091302;"graduateStudent130";"xxx-xxx-xxxx";"graduateStudent130@department9.university1.edu";27;957;109102;109
1091312;"graduateStudent131";"xxx-xxx-xxxx";"graduateStudent131@department9.university1.edu";23;221;109041;109
1091322;"graduateStudent132";"xxx-xxx-xxxx";"graduateStudent132@department9.university1.edu";24;679;109073;109
1091332;"graduateStudent133";"xxx-xxx-xxxx";"graduateStudent133@department9.university1.edu";22;936;109013;109
1091342;"graduateStudent134";"xxx-xxx-xxxx";"graduateStudent134@department9.university1.edu";24;354;109042;109
1091352;"graduateStudent135";"xxx-xxx-xxxx";"graduateStudent135@department9.university1.edu";24;580;109062;109
1091362;"graduateStudent136";"xxx-xxx-xxxx";"graduateStudent136@department9.university1.edu";20;477;109013;109
1091372;"graduateStudent137";"xxx-xxx-xxxx";"graduateStudent137@department9.university1.edu";26;286;109043;109
1091382;"graduateStudent138";"xxx-xxx-xxxx";"graduateStudent138@department9.university1.edu";25;939;109061;109
1091392;"graduateStudent139";"xxx-xxx-xxxx";"graduateStudent139@department9.university1.edu";20;305;109011;109
1091402;"graduateStudent140";"xxx-xxx-xxxx";"graduateStudent140@department9.university1.edu";20;153;109012;109
1091412;"graduateStudent141";"xxx-xxx-xxxx";"graduateStudent141@department9.university1.edu";20;631;109053;109
1100002;"graduateStudent0";"xxx-xxx-xxxx";"graduateStudent0@department10.university1.edu";21;91;110011;110
1100012;"graduateStudent1";"xxx-xxx-xxxx";"graduateStudent1@department10.university1.edu";26;168;110001;110
1100022;"graduateStudent2";"xxx-xxx-xxxx";"graduateStudent2@department10.university1.edu";23;853;110073;110
1100032;"graduateStudent3";"xxx-xxx-xxxx";"graduateStudent3@department10.university1.edu";22;714;110093;110
1100042;"graduateStudent4";"xxx-xxx-xxxx";"graduateStudent4@department10.university1.edu";27;530;110112;110
1100052;"graduateStudent5";"xxx-xxx-xxxx";"graduateStudent5@department10.university1.edu";25;769;110001;110
1100062;"graduateStudent6";"xxx-xxx-xxxx";"graduateStudent6@department10.university1.edu";27;133;110011;110
1100072;"graduateStudent7";"xxx-xxx-xxxx";"graduateStudent7@department10.university1.edu";27;953;110051;110
1100082;"graduateStudent8";"xxx-xxx-xxxx";"graduateStudent8@department10.university1.edu";22;923;110091;110
1100092;"graduateStudent9";"xxx-xxx-xxxx";"graduateStudent9@department10.university1.edu";23;157;110073;110
1100102;"graduateStudent10";"xxx-xxx-xxxx";"graduateStudent10@department10.university1.edu";22;11;110063;110
1100112;"graduateStudent11";"xxx-xxx-xxxx";"graduateStudent11@department10.university1.edu";26;996;110002;110
1100122;"graduateStudent12";"xxx-xxx-xxxx";"graduateStudent12@department10.university1.edu";27;740;110071;110
1100132;"graduateStudent13";"xxx-xxx-xxxx";"graduateStudent13@department10.university1.edu";24;389;110041;110
1100142;"graduateStudent14";"xxx-xxx-xxxx";"graduateStudent14@department10.university1.edu";20;667;110012;110
1100152;"graduateStudent15";"xxx-xxx-xxxx";"graduateStudent15@department10.university1.edu";23;58;110003;110
1100162;"graduateStudent16";"xxx-xxx-xxxx";"graduateStudent16@department10.university1.edu";20;373;110102;110
1100172;"graduateStudent17";"xxx-xxx-xxxx";"graduateStudent17@department10.university1.edu";26;592;110052;110
1100182;"graduateStudent18";"xxx-xxx-xxxx";"graduateStudent18@department10.university1.edu";22;760;110043;110
1100192;"graduateStudent19";"xxx-xxx-xxxx";"graduateStudent19@department10.university1.edu";24;429;110093;110
1100202;"graduateStudent20";"xxx-xxx-xxxx";"graduateStudent20@department10.university1.edu";23;487;110112;110
1100212;"graduateStudent21";"xxx-xxx-xxxx";"graduateStudent21@department10.university1.edu";24;333;110013;110
1100222;"graduateStudent22";"xxx-xxx-xxxx";"graduateStudent22@department10.university1.edu";20;777;110072;110
1100232;"graduateStudent23";"xxx-xxx-xxxx";"graduateStudent23@department10.university1.edu";24;304;110042;110
1100242;"graduateStudent24";"xxx-xxx-xxxx";"graduateStudent24@department10.university1.edu";27;83;110063;110
1100252;"graduateStudent25";"xxx-xxx-xxxx";"graduateStudent25@department10.university1.edu";25;915;110021;110
1100262;"graduateStudent26";"xxx-xxx-xxxx";"graduateStudent26@department10.university1.edu";20;290;110053;110
1100272;"graduateStudent27";"xxx-xxx-xxxx";"graduateStudent27@department10.university1.edu";21;985;110103;110
1100282;"graduateStudent28";"xxx-xxx-xxxx";"graduateStudent28@department10.university1.edu";27;14;110052;110
1100292;"graduateStudent29";"xxx-xxx-xxxx";"graduateStudent29@department10.university1.edu";22;829;110073;110
1100302;"graduateStudent30";"xxx-xxx-xxxx";"graduateStudent30@department10.university1.edu";26;661;110103;110
1100312;"graduateStudent31";"xxx-xxx-xxxx";"graduateStudent31@department10.university1.edu";26;708;110061;110
1100322;"graduateStudent32";"xxx-xxx-xxxx";"graduateStudent32@department10.university1.edu";20;167;110031;110
1100332;"graduateStudent33";"xxx-xxx-xxxx";"graduateStudent33@department10.university1.edu";20;720;110081;110
1100342;"graduateStudent34";"xxx-xxx-xxxx";"graduateStudent34@department10.university1.edu";27;910;110041;110
1100352;"graduateStudent35";"xxx-xxx-xxxx";"graduateStudent35@department10.university1.edu";20;716;110062;110
1100362;"graduateStudent36";"xxx-xxx-xxxx";"graduateStudent36@department10.university1.edu";23;528;110041;110
1100372;"graduateStudent37";"xxx-xxx-xxxx";"graduateStudent37@department10.university1.edu";24;815;110073;110
1100382;"graduateStudent38";"xxx-xxx-xxxx";"graduateStudent38@department10.university1.edu";24;249;110013;110
1100392;"graduateStudent39";"xxx-xxx-xxxx";"graduateStudent39@department10.university1.edu";24;422;110002;110
1100402;"graduateStudent40";"xxx-xxx-xxxx";"graduateStudent40@department10.university1.edu";20;528;110012;110
1100412;"graduateStudent41";"xxx-xxx-xxxx";"graduateStudent41@department10.university1.edu";23;888;110023;110
1100422;"graduateStudent42";"xxx-xxx-xxxx";"graduateStudent42@department10.university1.edu";20;233;110021;110
1100432;"graduateStudent43";"xxx-xxx-xxxx";"graduateStudent43@department10.university1.edu";25;878;110071;110
1100442;"graduateStudent44";"xxx-xxx-xxxx";"graduateStudent44@department10.university1.edu";20;447;110021;110
1100452;"graduateStudent45";"xxx-xxx-xxxx";"graduateStudent45@department10.university1.edu";27;603;110041;110
1100462;"graduateStudent46";"xxx-xxx-xxxx";"graduateStudent46@department10.university1.edu";21;999;110043;110
1100472;"graduateStudent47";"xxx-xxx-xxxx";"graduateStudent47@department10.university1.edu";20;372;110112;110
1100482;"graduateStudent48";"xxx-xxx-xxxx";"graduateStudent48@department10.university1.edu";25;512;110002;110
1100492;"graduateStudent49";"xxx-xxx-xxxx";"graduateStudent49@department10.university1.edu";25;288;110071;110
1100502;"graduateStudent50";"xxx-xxx-xxxx";"graduateStudent50@department10.university1.edu";22;350;110003;110
1100512;"graduateStudent51";"xxx-xxx-xxxx";"graduateStudent51@department10.university1.edu";23;826;110102;110
1100522;"graduateStudent52";"xxx-xxx-xxxx";"graduateStudent52@department10.university1.edu";20;693;110002;110
1100532;"graduateStudent53";"xxx-xxx-xxxx";"graduateStudent53@department10.university1.edu";22;391;110091;110
1100542;"graduateStudent54";"xxx-xxx-xxxx";"graduateStudent54@department10.university1.edu";23;490;110031;110
1100552;"graduateStudent55";"xxx-xxx-xxxx";"graduateStudent55@department10.university1.edu";26;402;110093;110
1100562;"graduateStudent56";"xxx-xxx-xxxx";"graduateStudent56@department10.university1.edu";27;959;110051;110
1100572;"graduateStudent57";"xxx-xxx-xxxx";"graduateStudent57@department10.university1.edu";23;3;110021;110
1100582;"graduateStudent58";"xxx-xxx-xxxx";"graduateStudent58@department10.university1.edu";24;535;110091;110
1100592;"graduateStudent59";"xxx-xxx-xxxx";"graduateStudent59@department10.university1.edu";27;609;110003;110
1100602;"graduateStudent60";"xxx-xxx-xxxx";"graduateStudent60@department10.university1.edu";21;422;110083;110
1100612;"graduateStudent61";"xxx-xxx-xxxx";"graduateStudent61@department10.university1.edu";25;992;110103;110
1100622;"graduateStudent62";"xxx-xxx-xxxx";"graduateStudent62@department10.university1.edu";25;126;110051;110
1100632;"graduateStudent63";"xxx-xxx-xxxx";"graduateStudent63@department10.university1.edu";27;194;110043;110
1100642;"graduateStudent64";"xxx-xxx-xxxx";"graduateStudent64@department10.university1.edu";23;779;110022;110
1100652;"graduateStudent65";"xxx-xxx-xxxx";"graduateStudent65@department10.university1.edu";23;459;110003;110
1100662;"graduateStudent66";"xxx-xxx-xxxx";"graduateStudent66@department10.university1.edu";20;412;110062;110
1100672;"graduateStudent67";"xxx-xxx-xxxx";"graduateStudent67@department10.university1.edu";23;180;110093;110
1100682;"graduateStudent68";"xxx-xxx-xxxx";"graduateStudent68@department10.university1.edu";27;593;110021;110
1100692;"graduateStudent69";"xxx-xxx-xxxx";"graduateStudent69@department10.university1.edu";21;640;110043;110
1100702;"graduateStudent70";"xxx-xxx-xxxx";"graduateStudent70@department10.university1.edu";27;697;110063;110
1100712;"graduateStudent71";"xxx-xxx-xxxx";"graduateStudent71@department10.university1.edu";21;15;110083;110
1100722;"graduateStudent72";"xxx-xxx-xxxx";"graduateStudent72@department10.university1.edu";24;620;110061;110
1100732;"graduateStudent73";"xxx-xxx-xxxx";"graduateStudent73@department10.university1.edu";26;739;110002;110
1100742;"graduateStudent74";"xxx-xxx-xxxx";"graduateStudent74@department10.university1.edu";21;103;110031;110
1100752;"graduateStudent75";"xxx-xxx-xxxx";"graduateStudent75@department10.university1.edu";25;208;110091;110
1100762;"graduateStudent76";"xxx-xxx-xxxx";"graduateStudent76@department10.university1.edu";22;387;110093;110
1100772;"graduateStudent77";"xxx-xxx-xxxx";"graduateStudent77@department10.university1.edu";23;496;110022;110
1100782;"graduateStudent78";"xxx-xxx-xxxx";"graduateStudent78@department10.university1.edu";21;665;110071;110
1100792;"graduateStudent79";"xxx-xxx-xxxx";"graduateStudent79@department10.university1.edu";24;248;110013;110
1100802;"graduateStudent80";"xxx-xxx-xxxx";"graduateStudent80@department10.university1.edu";25;881;110033;110
1100812;"graduateStudent81";"xxx-xxx-xxxx";"graduateStudent81@department10.university1.edu";23;378;110013;110
1100822;"graduateStudent82";"xxx-xxx-xxxx";"graduateStudent82@department10.university1.edu";23;801;110022;110
1100832;"graduateStudent83";"xxx-xxx-xxxx";"graduateStudent83@department10.university1.edu";23;755;110011;110
1100842;"graduateStudent84";"xxx-xxx-xxxx";"graduateStudent84@department10.university1.edu";27;358;110112;110
1100852;"graduateStudent85";"xxx-xxx-xxxx";"graduateStudent85@department10.university1.edu";22;959;110041;110
1100862;"graduateStudent86";"xxx-xxx-xxxx";"graduateStudent86@department10.university1.edu";23;333;110013;110
1100872;"graduateStudent87";"xxx-xxx-xxxx";"graduateStudent87@department10.university1.edu";22;172;110001;110
1100882;"graduateStudent88";"xxx-xxx-xxxx";"graduateStudent88@department10.university1.edu";20;666;110023;110
1100892;"graduateStudent89";"xxx-xxx-xxxx";"graduateStudent89@department10.university1.edu";20;80;110011;110
1100902;"graduateStudent90";"xxx-xxx-xxxx";"graduateStudent90@department10.university1.edu";27;574;110003;110
1100912;"graduateStudent91";"xxx-xxx-xxxx";"graduateStudent91@department10.university1.edu";26;438;110031;110
1100922;"graduateStudent92";"xxx-xxx-xxxx";"graduateStudent92@department10.university1.edu";23;548;110093;110
1100932;"graduateStudent93";"xxx-xxx-xxxx";"graduateStudent93@department10.university1.edu";23;473;110021;110
1100942;"graduateStudent94";"xxx-xxx-xxxx";"graduateStudent94@department10.university1.edu";20;96;110001;110
1100952;"graduateStudent95";"xxx-xxx-xxxx";"graduateStudent95@department10.university1.edu";21;900;110032;110
1100962;"graduateStudent96";"xxx-xxx-xxxx";"graduateStudent96@department10.university1.edu";26;807;110061;110
1100972;"graduateStudent97";"xxx-xxx-xxxx";"graduateStudent97@department10.university1.edu";24;538;110051;110
1100982;"graduateStudent98";"xxx-xxx-xxxx";"graduateStudent98@department10.university1.edu";24;366;110053;110
1100992;"graduateStudent99";"xxx-xxx-xxxx";"graduateStudent99@department10.university1.edu";26;603;110072;110
1101002;"graduateStudent100";"xxx-xxx-xxxx";"graduateStudent100@department10.university1.edu";27;878;110021;110
1101012;"graduateStudent101";"xxx-xxx-xxxx";"graduateStudent101@department10.university1.edu";22;168;110053;110
1101022;"graduateStudent102";"xxx-xxx-xxxx";"graduateStudent102@department10.university1.edu";22;211;110042;110
1101032;"graduateStudent103";"xxx-xxx-xxxx";"graduateStudent103@department10.university1.edu";25;371;110093;110
1101042;"graduateStudent104";"xxx-xxx-xxxx";"graduateStudent104@department10.university1.edu";25;967;110013;110
1101052;"graduateStudent105";"xxx-xxx-xxxx";"graduateStudent105@department10.university1.edu";20;284;110053;110
1101062;"graduateStudent106";"xxx-xxx-xxxx";"graduateStudent106@department10.university1.edu";25;74;110073;110
1101072;"graduateStudent107";"xxx-xxx-xxxx";"graduateStudent107@department10.university1.edu";24;272;110102;110
1101082;"graduateStudent108";"xxx-xxx-xxxx";"graduateStudent108@department10.university1.edu";24;901;110013;110
1101092;"graduateStudent109";"xxx-xxx-xxxx";"graduateStudent109@department10.university1.edu";21;377;110002;110
1101102;"graduateStudent110";"xxx-xxx-xxxx";"graduateStudent110@department10.university1.edu";25;861;110071;110
1101112;"graduateStudent111";"xxx-xxx-xxxx";"graduateStudent111@department10.university1.edu";23;188;110022;110
1101122;"graduateStudent112";"xxx-xxx-xxxx";"graduateStudent112@department10.university1.edu";25;176;110043;110
1101132;"graduateStudent113";"xxx-xxx-xxxx";"graduateStudent113@department10.university1.edu";24;923;110081;110
1101142;"graduateStudent114";"xxx-xxx-xxxx";"graduateStudent114@department10.university1.edu";25;197;110061;110
1101152;"graduateStudent115";"xxx-xxx-xxxx";"graduateStudent115@department10.university1.edu";21;678;110062;110
1101162;"graduateStudent116";"xxx-xxx-xxxx";"graduateStudent116@department10.university1.edu";25;204;110011;110
1101172;"graduateStudent117";"xxx-xxx-xxxx";"graduateStudent117@department10.university1.edu";26;753;110062;110
1101182;"graduateStudent118";"xxx-xxx-xxxx";"graduateStudent118@department10.university1.edu";24;201;110063;110
1101192;"graduateStudent119";"xxx-xxx-xxxx";"graduateStudent119@department10.university1.edu";20;20;110081;110
1101202;"graduateStudent120";"xxx-xxx-xxxx";"graduateStudent120@department10.university1.edu";21;449;110093;110
1101212;"graduateStudent121";"xxx-xxx-xxxx";"graduateStudent121@department10.university1.edu";23;128;110013;110
1101222;"graduateStudent122";"xxx-xxx-xxxx";"graduateStudent122@department10.university1.edu";25;226;110053;110
1101232;"graduateStudent123";"xxx-xxx-xxxx";"graduateStudent123@department10.university1.edu";21;588;110091;110
1101242;"graduateStudent124";"xxx-xxx-xxxx";"graduateStudent124@department10.university1.edu";23;573;110052;110
1101252;"graduateStudent125";"xxx-xxx-xxxx";"graduateStudent125@department10.university1.edu";21;545;110081;110
1101262;"graduateStudent126";"xxx-xxx-xxxx";"graduateStudent126@department10.university1.edu";26;6;110051;110
1101272;"graduateStudent127";"xxx-xxx-xxxx";"graduateStudent127@department10.university1.edu";21;363;110011;110
1101282;"graduateStudent128";"xxx-xxx-xxxx";"graduateStudent128@department10.university1.edu";25;309;110062;110
1101292;"graduateStudent129";"xxx-xxx-xxxx";"graduateStudent129@department10.university1.edu";20;855;110051;110
1101302;"graduateStudent130";"xxx-xxx-xxxx";"graduateStudent130@department10.university1.edu";25;24;110032;110
1101312;"graduateStudent131";"xxx-xxx-xxxx";"graduateStudent131@department10.university1.edu";26;269;110051;110
1101322;"graduateStudent132";"xxx-xxx-xxxx";"graduateStudent132@department10.university1.edu";22;809;110093;110
1101332;"graduateStudent133";"xxx-xxx-xxxx";"graduateStudent133@department10.university1.edu";27;527;110071;110
1101342;"graduateStudent134";"xxx-xxx-xxxx";"graduateStudent134@department10.university1.edu";27;919;110043;110
1101352;"graduateStudent135";"xxx-xxx-xxxx";"graduateStudent135@department10.university1.edu";22;412;110031;110
1101362;"graduateStudent136";"xxx-xxx-xxxx";"graduateStudent136@department10.university1.edu";21;150;110083;110
1101372;"graduateStudent137";"xxx-xxx-xxxx";"graduateStudent137@department10.university1.edu";20;162;110102;110
1101382;"graduateStudent138";"xxx-xxx-xxxx";"graduateStudent138@department10.university1.edu";22;786;110041;110
1101392;"graduateStudent139";"xxx-xxx-xxxx";"graduateStudent139@department10.university1.edu";24;528;110081;110
1101402;"graduateStudent140";"xxx-xxx-xxxx";"graduateStudent140@department10.university1.edu";21;295;110081;110
1101412;"graduateStudent141";"xxx-xxx-xxxx";"graduateStudent141@department10.university1.edu";21;605;110032;110
1110002;"graduateStudent0";"xxx-xxx-xxxx";"graduateStudent0@department11.university1.edu";21;320;111073;111
1110012;"graduateStudent1";"xxx-xxx-xxxx";"graduateStudent1@department11.university1.edu";20;182;111072;111
1110022;"graduateStudent2";"xxx-xxx-xxxx";"graduateStudent2@department11.university1.edu";20;557;111012;111
1110032;"graduateStudent3";"xxx-xxx-xxxx";"graduateStudent3@department11.university1.edu";26;128;111033;111
1110042;"graduateStudent4";"xxx-xxx-xxxx";"graduateStudent4@department11.university1.edu";24;570;111061;111
1110052;"graduateStudent5";"xxx-xxx-xxxx";"graduateStudent5@department11.university1.edu";22;661;111053;111
1110062;"graduateStudent6";"xxx-xxx-xxxx";"graduateStudent6@department11.university1.edu";27;4;111063;111
1110072;"graduateStudent7";"xxx-xxx-xxxx";"graduateStudent7@department11.university1.edu";21;558;111092;111
1110082;"graduateStudent8";"xxx-xxx-xxxx";"graduateStudent8@department11.university1.edu";20;521;111021;111
1110092;"graduateStudent9";"xxx-xxx-xxxx";"graduateStudent9@department11.university1.edu";21;910;111072;111
